	Exp027703	Exp027705	Exp027706	Exp027710	Exp027718	Exp027719	Exp027720	Exp027723	Exp027727	Exp031328	Exp033151	Exp033884	Exp033885	Exp033892	Exp033897	Exp033899	Exp034539	Exp034558	Exp034561	Exp034562	Exp034566	Exp034568	Exp034955	Exp034956	Exp034957	Exp034958	Exp035076	Exp035077	Exp027707	Exp027709	Exp027711	Exp027713	Exp027716	Exp027721	Exp027722	Exp027724	Exp027728	Exp028551	Exp031327	Exp033040	Exp033042	Exp033043	Exp033044	Exp033045	Exp033294	Exp033298	Exp033883	Exp033886	Exp033887	Exp033888	Exp033889	Exp033893	Exp033895	Exp035078	Exp035079	Exp036989	Exp036990	Exp036992	Exp036993	Exp036994	Exp036995	Exp036996	Exp036997	Exp036998	Exp036999	Exp037000	Exp037001	Exp037002	Exp037003	Exp037004	Exp037005	Exp037007	Exp037009	Exp037010	Exp037011	Exp037012	Exp037016	Exp037018	Exp037020	Exp037021	Exp037022	Exp037023	Exp037024	Exp043648	Exp027725	Exp028546	Exp028547	Exp028548	Exp028550	Exp028837	Exp030426	Exp030909	Exp031239	Exp031241	Exp031330	Exp031332	Exp031333	Exp031334	Exp033003	Exp033005	Exp033041	Exp033047	Exp033048	Exp033049	Exp033148	Exp033149	Exp033150	Exp033295	Exp033296	Exp033297	Exp033299	Exp033301	Exp033303	Exp033880	Exp033881	Exp033890	Exp033891	Exp034526	Exp034527	Exp034528	Exp034529	Exp034530	Exp034531	Exp034532	Exp034533	Exp034540	Exp034541	Exp034542	Exp034552	Exp034560	Exp034563	Exp034565	Exp034952	Exp034954	Exp034966	Exp035060	Exp035061	Exp035062	Exp035066	Exp035067	Exp035080	Exp035081	Exp035083	Exp037006	Exp041345	Exp041346	Exp041347	Exp041348	Exp041349	Exp041351	Exp041353	Exp041354	Exp041355	Exp041357	Exp041358	Exp042805	Exp042811	Exp043639	Exp043641	Exp028839	Exp033002	Exp033152	Exp033302	Exp034567	Exp034961	Exp034962	Exp034964	Exp035063	Exp035064	Exp035065	Exp035069	Exp035070	Exp035071	Exp035072	Exp035073	Exp035074	Exp036991	Exp042803	Exp042810
COMMD1	0	0.8533	0	0.1581	0	0	0	0	0.3871	0	0	0	0	0	0	0	0.0723	0	0	0	0	0	0	0.0701	0	0	0.1112	0.0738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0673	0	0	0	0	0	0	0	0.0884	0	0	1.0587	0	0	0.7915	0.7176	0	0	1.1037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.586	0	0	0	0	0.021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7637	0	0	0	0	0.3523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0078	0	0	0	0.1313	0	0	0	0	0
ARL2	0	1.1044	2.9968	0	0.9303	0	3.1091	0	3.8601	0	0.8656	0.294	0	0.4649	0.8837	0.7108	0	0.8785	0.8585	1.0943	24.6362	3.2398	5.2772	50.3835	1.6832	1.3238	0.2942	0.7331	0	0	0.17	0.1982	0	0	0	0	0	0.2135	0	0	0.3766	0.2573	0.6032	0.5565	0.4939	0	0	0	0	0	0	0	0	0.1489	0	0	0.2296	0	0.68	0.409	0	0.485	0	0.0609	0.6092	0	0.7722	0	0.365	0	0.4228	0	0	0.7903	0.3382	0	0	0	0	0.3151	0	0	0	0.155	1.6995	1.0768	0.9185	0.8083	0	2.0943	1.5771	2.4378	0.7311	0	0	0	0	0	0	1.423	27.0177	0.158	31.6756	0.9016	0.9798	0.3879	0	0	45.2407	2.8069	0	2.3685	0.9052	0.539	0.91	0.6206	1.2067	0	25.2897	1.524	3.2121	14.4244	1.6148	0	4.8422	1.0021	0	0.8046	0	0.5094	0.0933	0.3548	0	0	1.6218	1.0546	1.7502	0	0.8433	0	1.0861	0	0	0.9492	4.9104	2.2355	1.0378	0.7304	0.6058	0.8246	0.6748	2.1695	11.0494	0	0.7459	0.1454	2.3817	2.129	1.5206	1.6269	0.2259	0	0.7677	9.9034	0.2622	0.7364	1.2722	6.3297	0	0.1455	0	1.8142	0	0.9943	0	0.7505	0	0	0.5278
ALB	707.5816	445.8295	867.3618	437.7131	329.9915	517.5991	416.3937	455.1212	139.2705	1043.6341	1003.9239	387.8791	847.9609	605.1866	1251.1838	173.2511	636.4463	1317.7352	579.8197	600.4193	932.771	1593.279	430.1121	522.8653	380.6439	360.8906	1213.2901	1827.7688	592.799	255.2394	580.5261	571.0557	231.1431	709.4166	476.4402	655.3963	331.4209	979.797	582.5847	224.8487	70.7408	67.5486	132.3639	229.4002	251.2388	484.103	180.7134	818.4948	637.2975	652.1159	414.5175	652.2249	917.7193	74.3172	448.4862	2566.0465	2126.154	2717.1015	1518.0474	1764.7475	3233.3099	1602.5453	3703.1725	1814.1312	3821.7903	4078.9776	1319.6762	498.3816	6365.5706	811.6737	321.6977	326.2414	291.2113	131.3933	352.5666	146.9101	446.5808	320.1029	238.9914	275.2848	391.7748	184.0394	166.6552	1254.3604	803.5495	672.2066	1031.9899	2028.7693	4468.982	1371.0335	2838.8953	854.0652	434.0642	144.2699	518.421	552.8956	33.8286	721.732	905.7227	322.2721	379.0802	274.3231	116.4486	174.7755	71.6163	80.2428	1063.3025	553.6995	547.2468	1094.7038	201.4924	202.7461	392.8408	273.9406	517.6325	903.3501	829.6604	966.3543	739.6206	723.3326	576.5466	560.4976	411.0115	1050.1276	406.8327	395.0648	489.0111	617.2736	1111.398	421.1002	417.7245	369.0552	738.2444	1290.5768	248.0481	101.4743	131.5553	261.6245	388.6502	199.68	475.569	410.1807	820.6714	398.717	246.2672	345.9733	705.1556	305.6034	275.1275	598.7818	1079.668	596.1574	373.7459	204.717	168.6008	1114.0961	241.77	188.4593	221.6061	375.6871	191.7118	624.1746	88.1086	991.0847	309.3746	648.7093	638.9078	292.9531	818.464	181.9117	144.2446	172.0301	212.3874	501.9782	581.5424	385.9619	2574.4691	5969.8827	2164.1052
ARHGAP4	1.0576	0	0.2895	0.4075	0.2805	0.4767	0.2907	0.5947	0.2564	0.257	0.7002	0.2713	0.3016	0.2377	0.2436	0.2361	0.6001	0.1303	0.0574	0.2133	0.3029	0.48	0.3449	0.1263	0.132	0.0674	0.109	0.2076	0.1638	0.8224	0.6892	1.5009	0.088	0.8668	1.0692	1.3429	0.3351	1.6767	1.0608	0.2807	1.1199	0.3408	0.766	0.5894	0.249	0.1677	0.4412	0.5565	0.9869	0.3266	0.0489	0.5463	0.0978	0.0403	0	0.3246	2.0249	2.3777	1.6824	2.1233	1.4486	0.2743	1.2976	1.285	1.3051	0.1805	0.0474	0.242	1.2178	1.1536	0.6226	0	0.2363	0.096	0.1825	0.1764	0.0226	0.1931	0.0892	1.8767	0.4666	0.7627	0.1298	0.6441	0	0	0.4028	0.1726	0.0191	0.3435	0	0.1214	0.1825	0.0865	0.1228	0.1719	0.3244	0.3445	0	0.2991	0.5435	0	0.4968	0.2992	0.4117	0.531	0.0808	0.1875	0.2125	0	0.5088	0.1023	0.072	0.3633	0.5075	0.2129	0.0566	0	0.0406	0.0287	0.0538	0.0817	0.2417	0.2359	0.1197	0.2206	0.8783	0.9193	0.4687	0.1184	0.0312	0.3682	0.2509	0.2278	0.3013	0.5641	0.1169	0.5281	0.7656	0.6735	0	0.3117	0.0627	0.0381	0.0807	0.5113	0.0412	0.1231	0.1203	0.9151	0.4941	0.2875	0.0232	0.0124	0.0161	0	0.3894	0.4426	0.1225	0.4305	0.3979	0.0684	0.3846	0.2109	0.6684	0.0991	0.2299	1.9902	0.6866	0.6939	0.8782	0.8466	1.1599	0.3053	0.029	0.144	0.077	0.0913	0.7791
AGT	0	0.198	0.4591	2.6549	0.1631	3.6618	1.8505	2.1508	0.7426	2.5171	2.249	0.4946	1.5092	1.9087	1.8387	0.4115	2.1419	0.5614	0.3363	0.4423	1.5011	0.4439	0.4288	0.4721	2.7324	0.1845	0.6968	1.6651	0	0.0947	0.1164	0.4235	0.2402	0.3516	0.9506	0.244	0.2082	3.7542	0.6595	0.7682	1.0411	0.3095	0.2878	0.5639	0.4282	0.45	0.2434	0.6745	1.719	0.561	0.6842	0.472	0.4937	1.5651	0.6302	18.0486	4.6217	6.3003	1.621	6.4568	10.4231	7.5175	5.9965	0.5076	5.014	12.5829	8.2099	1.2207	14.8153	0	9.9379	2.3374	0.2449	3.5303	0.9107	5.5867	4.8818	0.5681	0.2821	4.548	0.4529	0.6875	5.921	1.8085	0.3353	1.1485	0.3373	0.4824	3.0685	0.3314	1.2569	0.5131	0.3741	0.2147	0.5246	0.5542	1.583	0.9906	0.9817	0.0888	0.0771	1.2829	0	0.0812	0.2276	0.1444	1.2158	0.9511	0.5512	0.2445	0.1256	1.997	0.5263	0.3715	2.2418	0.7528	0.2467	0	0.1555	0.2438	1.1175	0.1855	1.1168	1.6978	0.5469	0.6248	1.5624	1.1285	0.7924	0.034	0.1106	0.7461	0.4536	0.3702	0.3372	0.1205	0.2321	0.1454	0.943	0.5555	0.2204	0.046	0.4816	0.1174	0.3154	0.632	1.1717	0.2958	0.7547	0.3193	0.7969	0	0.3452	0.1947	0.1359	1.3252	0.2251	1.1214	0	2.8146	0.6462	1.673	0.7127	1.3182	3.7783	1.0579	0.7202	0.5492	1.0303	0.4396	0.6803	0.4993	0.4625	0.8062	4.1488	0.6675	2.6247	4.9569	2.0412
GANAB	18.6981	43.0992	35.3794	7.5855	7.2105	7.0948	12.3189	16.4276	15.5982	13.4583	26.2627	7.2031	14.2817	13.7951	12.3543	12.0514	13.4192	7.9814	2.2476	7.8571	10.9003	5.6691	9.3775	5.5721	6.0264	8.3597	6.6143	5.6234	2.4714	2.1703	5.1139	11.2967	8.1791	5.0909	7.7374	4.8599	2.8815	2.9862	5.4144	19.2132	16.4675	10.2554	17.525	20.7741	11.0927	18.5737	8.9573	28.122	29.9698	25.4987	15.727	9.1169	6.355	7.9101	28.2074	9.6684	4.2517	8.9633	11.8361	6.2045	7.6592	19.2674	5.6837	5.2401	10.4968	7.0645	11.8116	16.1791	11.9878	8.5541	13.4201	17.1301	18.9373	19.186	10.9837	13.1106	11.5703	24.1993	10.5225	18.0824	13.1277	13.1013	20.2773	19.0418	40.1764	11.1719	25.0262	20.3498	30.6938	9.3761	16.2196	27.5898	10.2185	12.7697	18.4237	19.488	38.0347	25.1681	5.36	12.7859	15.117	7.5039	16.7906	23.0999	5.9669	4.3192	14.4037	6.1126	8.0673	12.6653	10.4128	7.4835	11.1023	15.1422	17.6618	11.653	7.3384	11.2539	10.4087	15.126	12.9706	10.0764	9.1728	16.1588	14.9711	5.1294	11.0884	30.1856	11.3165	12.889	10.76	10.5784	35.5215	23.7654	13.9492	11.2633	16.6415	13.9267	7.3231	6.5798	24.1575	3.6881	4.0029	8.2552	12.2253	12.4855	10.2634	4.9345	9.3618	6.9158	10.6024	11.7705	9.3255	3.6775	12.8711	18.6467	6.0829	15.1339	17.2854	4.3163	5.3798	11.8092	13.2783	6.3113	12.022	10.5276	12.684	14.4454	17.4124	6.3024	8.2311	21.4695	17.5738	23.0741	8.005	13.4082	13.0801	9.4668	7.3848
ANXA5	60.1898	195.2926	306.7875	43.8451	36.6192	13.5635	91.8255	85.8988	189.7933	118.5945	202.5091	107.3168	154.3822	184.4671	187.1506	203.3649	48.1869	132.8504	31.3168	76.3136	125.1151	109.8792	140.2047	114.9579	147.275	154.5642	72.4432	67.6085	26.1126	15.9295	22.1828	111.0362	27.7663	59.4394	50.2484	84.4227	54.8913	112.336	75.1515	160.1271	134.8854	82.3005	103.2383	57.6431	99.6883	190.116	54.8091	195.0188	113.6236	142.1949	87.6491	155.9012	92.6398	71.8789	207.4026	205.1854	68.037	253.6901	58.3357	54.8873	83.357	161.5619	110.873	69.287	107.4912	125.3385	210.8131	309.1645	54.5405	67.8322	69.3776	176.7312	178.9962	95.5587	87.5198	85.3267	58.9388	107.694	55.3777	92.4501	50.2296	39.7981	82.0771	95.2888	101.1909	120.3761	154.3998	138.4729	232.8368	121.385	195.9896	233.3547	40.4875	31.9735	117.7312	108.4048	70.0904	113.5249	128.5574	95.2393	165.1028	84.0759	94.3627	71.4255	73.0834	40.3537	244.1391	94.6164	40.1102	71.7111	38.1934	73.6038	204.9005	79.6371	163.1663	98.3879	31.117	30.3755	76.2621	88.3841	157.2867	83.0236	80.9063	222.4033	111.6312	30.7306	101.858	59.3914	72.0822	102.6762	36.8724	181.7056	156.8309	137.6277	226.8091	120.1734	138.309	173.5647	70.6962	57.8817	263.6914	50.3639	51.8974	93.1639	134.8227	33.2646	48.5385	34.6913	45.2706	47.6915	32.2945	28.5079	26.9652	9.649	51.7179	90.6775	57.6055	200.4647	59.6909	75.3509	39.5458	218.5094	84.7865	57.0834	151.6505	156.163	216.8791	270.3707	130.5688	32.9766	28.0205	213.5894	89.6668	109.1018	117.9439	132.7312	431.1112	100.0443	58.8063
ADIRF	0	5.8598	1.5817	0	0	2.0212	0	1.8298	2.1213	0	0	0.2705	0	0	0	0	0	0.2925	0	0	1.9141	1.6552	0	0	1.7708	0	3.361	0	3.7779	1.1428	3.4249	0	0	3.9043	0	13.6538	0	0.8371	0	0	0	1.3756	2.3893	2.82	2.4704	0	0.3043	0	0.2133	2.1687	0	0	0.2515	0.6219	0.2801	0	2.4484	0	0.7643	2.6806	0	0.2778	0.2712	5.9381	0	2.9112	0.9037	0	0	1.52	0	0	0.6542	0	1.5964	0	0.3057	1.4932	4.965	0	0	2.7396	1.4198	0	0.501	7.4214	0	0	2.2088	1.9661	1.978	1.7027	0.4011	0	0	0.3236	0	1.0501	0.1735	2.1412	0	0	0	3.7923	1.5749	0	0	0.6015	4.2855	0	0	0	0	0	0	0.8167	4.0495	0	0.3857	0.3139	2.6608	8.7268	4.3579	2.9132	6.4843	0	0.9541	16.6159	2.8574	0.986	0	0	0	4.1751	0	2.277	0	1.0191	0	0	0.4829	0.2965	6.0032	0	4.711	0	1.3578	0.8186	2.3004	0	0	1.4272	4.6161	0.4786	1.095	0	0.8259	0	1.7232	0	0.2335	0.6226	0	2.2441	0	0	0	6.679	2.3498	0	0	0	0	0	0	0	0	0	2.1021
MRPL24	0	0.6302	0.8882	0.4885	2.6841	0.1866	0.1897	0.3122	0	0	1.1217	0.5444	0.4197	0.516	0.3461	0.8515	0.4303	1.5145	0.3874	0.3233	2.7262	0.7051	1.8861	1.3046	1.068	2.0651	0.7304	0.2979	0.9208	0.5824	0.5027	4.1579	5.6534	0.4275	1.0843	1.5347	0.5896	0.3083	1.5626	0	0.962	0	0	1.2405	1.2298	1.495	0	0.4503	1.1146	0.7116	0.4161	1.3113	1.0491	0.9863	0.584	2.0009	0	0.5955	0.2208	1.1516	0.4655	0.7766	2.4333	1.8356	0.5927	0.6994	1.2302	0.48	0.6088	1.2369	1.5293	0.356	0.4155	0.4821	1.177	1.4601	0.9823	2.7535	0.5009	1.057	0.3661	4.2608	0.6426	0	0.4146	0.1209	0.225	1.4699	0.4706	0.239	0	0.3086	0	0.1984	0	0.1057	0.8485	0.1388	0	0	0	0.1131	0.6187	1.6873	1.1332	0.1887	0.2054	0.2652	6.2619	0.1078	0	0.1392	0.2039	0.1212	0.4294	1.0164	1.6757	1.5543	1.8396	2.6818	0.3312	1.3003	1.1998	0.3013	0.8408	0.2957	0	0.3567	0.5132	0.3694	0.9105	0.3803	0.7868	0.7177	0.4044	1.5886	2.0866	1.1847	0.939	0.1095	0.9221	1.385	0	0.3047	1.0162	0.7251	0.5526	0.0972	0.8881	5.4992	1.5174	1.2553	1.6531	0.4008	2.422	0	7.0691	0.3839	0.3876	0.3704	0.3478	0.4503	0.7086	0.6753	1.0264	0.3705	1.007	0.7899	1.0977	1.0667	1.1015	0.2621	0.6328	0.74	0.7375	1.9357	0.3515	0	1.4673
AFAP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0163	0.0563	0	0.0358	0	0	0	0	0	0	0	0	0	0.0661	0.0394	0	0.2849	0	0	0	0.0828	0	0	0	0	0	0	0	0	0	0	0.0285	0.0731	0.0338	0	0	0	0	0	0	0	0.247	0	0	0	0	0	0	0	0	0.2516	0	0	0	0	0	0.166	0	0.1597	0	0	0	0	0	0.0195	0	0.0401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0297	0.0526	0.1155	0	0	0	0	0	0	0.0802	0	0	0	0.0424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0552	0	0	0	0	0.0075	0	0	0	0.0437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1126	0	0	0	0.0676	0	0.0564	0	0	0	0	0	0	0	0	0.025	0.053	0
LXN	5.2366	6.3783	0	2.6297	1.2202	0	0	1.1055	3.7286	3.9846	0	0.9721	1.2948	0.8291	3.3989	0	1.237	4.7065	2.3279	4.3715	14.6506	6.7681	9.4726	4.3478	3.0399	4.9857	2.5476	1.7884	0.3546	0.5339	6.7024	0.2334	0	0.4945	0.1377	1.9412	0.4698	6.2269	0.8238	0.3846	1.8662	0.0908	0	0	0.1895	0.348	0	0.1176	0	0	0	0.1323	1.0714	0	3.1145	1.2602	1.3896	0.2055	1.4668	0.2015	0	0	0.564	1.5205	6.3951	6.54	0.5728	1.9824	0.1968	0.3209	0.0882	0	1.6847	3.4917	0.6077	0	0.4663	0.4824	0	0.6147	2.7701	1.5505	1.6206	0	0.9325	15.7949	25.8707	6.318	1.3151	8.0231	3.4621	1.9667	0.2811	1.4297	2.3299	1.9778	0.912	1.8615	0.6286	10.2728	20.0984	0.4989	2.9694	7.1078	2.1746	0.9872	7.1537	2.3286	2.4869	5.2239	3.7555	2.7373	1.5975	1.1006	2.7643	0.5433	1.5286	0	2.9496	3.8122	0	2.4196	6.8826	4.4404	1.9061	2.6758	0	1.0832	2.8444	1.4026	3.2007	0.5277	0.4657	2.0273	0.7682	0	0	0	0	0	0	4.0144	0.8449	2.7906	0.5015	4.584	2.0275	0	1.3054	0	0.2401	1.7347	1.6321	0.6428	8.242	0	0	0.6587	2.5352	2.3061	1.5583	6.9398	2.0505	3.6738	0	2.899	0	0	0	0	2.0611	0	0	2.8932	0.4892	3.4522	15.2242	2.906	3.0681
DDX39A	10.1792	0	1.8832	25.4087	6.2853	6.0129	15.6905	13.2233	10.5163	12.2999	1.0427	14.9666	28.822	15.3752	18.4628	27.9307	11.2099	8.6971	0	5.0924	10.8149	5.078	3.9186	2.8348	7.5227	3.6141	6.1037	4.1565	5.4788	7.5741	13.0582	18.7878	27.443	11.9263	8.3722	11.2287	5.3248	11.3046	15.5149	22.4966	23.6373	9.3246	5.6704	8.006	15.1257	25.1777	8.1441	33.2168	24.0447	15.1844	9.9197	27.8338	4.7062	4.1911	25.5325	3.0389	3.381	2.6089	5.6423	6.1037	1.7261	7.7084	7.4344	8.0159	8.012	8.564	4.0843	9.0271	3.1956	8.8682	5.614	12.5155	15.6905	12.0028	9.3973	6.223	4.7227	8.0015	11.2648	6.5993	6.6986	18.0539	6.2107	16.4453	0	0	2.2199	0	0	4.3193	9.8312	7.3818	5.4599	9.4245	27.4911	37.1396	59.8166	28.5045	0	14.2998	14.6181	8.4412	19.4059	21.0631	6.1125	4.6791	0	3.9493	6.6913	0	10.3368	0	18.7405	15.6343	12.1721	5.1047	4.3706	5.7332	9.9519	15.2018	14.3608	10.5219	6.7879	9.4931	12.4939	4.2494	3.8432	0	0	11.6672	17.5672	0	0	0	13.5256	11.5769	28.1661	9.7153	6.9936	4.4983	11.9926	2.2439	0	27.9292	9.4557	16.5994	4.3473	9.4971	8.5014	0	11.4863	5.1333	35.5333	2.7756	9.2987	12.2999	4.6439	12.157	8.6331	4.0011	9.1588	31.9501	13.631	6.9459	12.1596	5.4505	12.0938	15.4818	11.857	10.648	4.2151	12.7557	7.3558	13.1766	10.8429	8.4624	7.9346	7.8715	4.2009
EPB41	6.3364	0	8.3616	4.4415	2.1679	3.1598	3.6331	1.117	6.0958	1.8013	2.808	0.1753	0.2045	0.1871	0.5492	0.7227	0	0.8362	0.6922	0.981	1.278	0.555	0.488	0.874	1.5373	0.5189	1.1762	0.5821	2.5678	3.3432	6.2828	3.7557	1.4675	2.1711	1.3572	4.2587	1.8827	2.9202	2.5156	0.3965	0.3882	0.5807	0.2896	0.3579	1.0302	0.8224	0.3441	0.5975	0.6416	0.5872	0.2215	0.5373	0.7203	1.0403	0.7029	0.8379	0.7256	0.4884	1.9106	1.7565	0.86	0.6023	0.514	1.3574	1.5847	0.5108	0.9929	0.5429	1.4959	1.2677	1.1056	0.397	0.642	0.5825	0.4916	0.8912	1.1269	0.8833	1.3647	1.1263	1.5979	0.3627	1.2415	1.1044	0.4791	0.0647	2.0632	3.9307	1.58	3.3225	0.2247	0.3291	0.6908	0.2311	1.2655	1.1278	1.9496	1.4355	0.3346	0	0.3717	0.0642	0	0.1434	0.1452	0.1726	0.2031	0.3625	0.577	0	0.3217	0.1943	0.4798	0	0	0.7727	0	1.1205	0.337	0.3558	0.2823	0.2089	0.3576	0	0	0.404	0.487	2.4849	0.757	0.1122	0.2001	0	2.9066	0.1654	0.0751	0.0872	0.4376	0.455	0.3781	0.2214	1.031	2.3884	0.6023	0.722	0	0	2.8892	0.3548	0.3657	0	2.6541	1.5286	0.2792	3.1001	0	0.7972	1.3457	3.6383	0.2892	0.6459	0.2999	0.1384	0.2927	0.6294	0.5386	0.6961	0.0996	0.1977	0.595	0.3318	0.4327	0.8211	0.2918	1.0823	0.7592	2.4318	0.2435	0.5019	1.4374
WBSCR22	0	0	0	0	0	0	0.1218	0	0	0	0.4761	0	0	0	0	0	0	0	0	0.0862	0.1003	0.2907	0.288	0	0.2723	0.1842	0.1689	0	0	0	0	1.7701	0	0	0	0	0	0	1.0074	0.6282	0.5168	0	0.2409	0.1487	0.204	0	0	0.2017	0.2191	0	0.3054	0.7759	0.1089	0.133	0.1977	0	0	0	0.1986	0.1752	0	0	0.0788	0.5017	0.6443	0.092	0.1369	0	0	0.6142	0	0	0.2579	0	0.2735	0	0	0	0	0	0	0.2478	0	0.2236	2.0144	0	0	0	0	0	0	0	0	0	0	0	0.378	2.0478	0	0	0	0	0	0	1.4856	0	0	0	0	0	0	0	0	0	0	0.3681	0	0	0.1469	0.2038	0	0.1203	0.151	0	0.0305	0	0	0	0.1842	0	0	0	0	0	0.1311	0	0.1332	0	0	0	0	0	0	0	0.1104	0.3267	0.1986	0	0.1858	0	0.4865	0	0	0	0	0	0	0.1886	0	0	0.0902	0	0.3746	0.2725	0.2265	1.2139	0	0.1411	0	0	0.3258	0.7813	0.0666	0	0	0.8121	0.1643	0	0.178
SF3A1	6.2764	3.6178	6.7969	3.0179	1.4502	3.691	5.4577	3.846	2.2516	1.7094	3.6818	0.4297	1.1109	2.4695	1.6108	1.1352	4.0221	1.5644	0.6318	1.6891	2.2042	1.9021	6.1756	2.1079	1.4974	5.0314	2.5498	1.6983	1.1118	2.336	0.5841	1.155	8.1278	1.4884	0.349	3.7805	1.1583	3.7033	1.2593	21.9372	39.2936	1.1622	1.7605	1.9273	1.0367	4.4473	0.5385	1.7138	0.9355	1.0809	0.6629	2.4553	1.6266	1.0588	1.4634	0.841	0.6262	0.6838	1.9132	1.6591	0.5986	1.1391	2.0984	1.5605	1.9541	0.4511	1.2064	0.8032	1.0678	1.9847	0.8618	1.9772	1.0951	1.2067	0.7363	1.1385	0.7334	1.0957	0.4983	0.8632	0.6175	0.5943	1.3447	1.1286	3.6185	1.1485	2.9867	0.7162	1.5257	1.2214	0.6646	4.4304	1.2897	1.2008	3.7919	2.6858	4.8697	1.7498	0.3664	0.2689	0.7246	0	2.8994	11.7169	0.5977	0.2717	1.3842	0.3982	1.3652	0.3785	1.6566	0.6631	1.3505	1.2083	5.1285	1.7194	1.3998	2.7672	1.5976	2.5158	1.682	1.5768	2.3017	0.9848	1.7564	1.3339	1.7579	0.7921	1.5708	0.9504	1.3889	0.8027	1.1435	0.9619	0.368	0.4372	1.7586	0.4539	1.4389	0.5009	0.8921	1.495	0.5515	0.6002	4.4411	4.2159	2.1746	1.6319	5.4029	5.3549	4.3444	4.4288	1.8562	1.2055	1.6131	4.2013	5.5113	2.6333	1.9333	0.7581	0.6141	1.9112	3.2909	3.1204	2.1822	2.7977	2.9431	4.2917	2.3105	0.5927	0.428	2.0525	1.5099	4.8072	0.4941	5.2918	0.348	0.4905	1.84
RABEP1	0.3557	0	0	0.2373	0	0.1419	0	0.1892	0.24	0.0529	0.1678	0	0	0	0	0	0	0	0	0.0237	0	0	0	0	0.021	0.2253	1.0692	0.1078	0.4076	0.1917	0.5256	0.1874	0.0817	0.1964	0.1975	0.2259	0.2716	0.1143	0.1173	0.0571	0.0364	0.0439	0.0688	0.0312	0.063	0.0767	0.029	0.1493	0.0595	0.1002	0.0276	0.1656	0.0725	0	0.0177	0.1099	0.0926	0.0919	0.1242	0.0761	0.1245	0.0974	0.1778	0.0485	0.0582	0.0531	0.0873	0	0.1314	0.1089	0.1867	0.0541	0.0664	0.1023	0.1076	0.0813	0.1124	0.0462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0473	0	0	0.1536	0	0	0	0.0445	0	0.1324	0	0	0	0	0.0287	0	0	0	0.7401	0	0	0.2712	0	0.0107	0.0688	0.0921	0	0	0.1544	0.1172	0	0.095	0	0.3155	0	0	0	0.0611	0.0767	0.1674	0	0	0	0	0	0	0	0	0	0	0	0	0.0277	0.008	0.0639	0	0.0336	0	0	0	0	0	0	0	0	0	0	0.0183	0	0	0.1116	0.0562	0.0184	0	0	0	0	0	0	0.2996	0	0.3161	0.7731	0	0
UPF2	0	0	0	0	0.0162	0	0.0339	0	0	0.1561	0	0.0112	0.0346	0.0465	0.0471	0.0286	0.0396	0.1038	0.0104	0.0399	0.1156	0.0401	0.0055	0.0232	0.139	0.0663	0.0976	0.0191	0	0.0655	0	0.1089	0.1655	0.1966	0.0868	0.0675	0	0.0937	0.144	0.0634	0.0785	0.0206	0.0818	0.091	0.1057	0.1458	0	0.1123	0.0644	0.0365	0	0.1057	0.0629	0.0071	0.4026	0.1534	0	0	0.0765	0.2678	0.0512	0.0846	0.1684	0.0794	0.0133	0.0266	0.3101	0	0	0.0246	0.0627	0	0.0471	0.1019	0.0992	0	0.0091	0.1598	0.0362	0.1488	0.0142	0.0431	0	0.0203	0	0	0.0248	0	0	0	0	0.2153	0	0.0229	0.0162	0.049	0.1844	0.018	0	0	0.0318	0	0	0.6244	0.1365	0.0365	0	0	0.0286	0	0	0.7452	0	0.0241	0.0253	0.0489	0.0188	0	0.0486	0.0696	0.0261	0.0708	0	0	0.1064	0.0645	0	0	0	0	0.1821	0	0	0	0	0	0.2291	0	0	0	0	0	0	1.2244	0	0.0369	0.0798	0.0036	0.0741	0.7014	0	0	0.0553	0	0.0377	0	0.217	0.0239	3.1888	0	0.0579	0.02	0.0402	0.123	0.2163	0.1603	0	0	0	0	0.0199	0.1335	0	0.3161	0.0291	0.2551	0	0	0.057
